ID,unit,square,sub.square,raw.material,termal.alteration,class,blank,technology,technology.extended,cortex,cortex.y.n,preservation,preservation.extended,length,width,thickness,elongation,robustness,platform.width,platform.thickness,platformW.T.,platform.type,platform.shape,platform.angle,dorsal.thinning,bulb,bulb.type,bulbar.scar,lip,lip.type,curvature,torsion,cross.section,cross.section.symmetry,scar.count,axiality,scar.pattern,distal.end,distal.end.profile,blank.shape,bladelet.neg.blade,blade.neg.flake,typology,retouch.position,dorsal.retouch.localization,ventral.retouch.localization,retouch.length,volume,surface,mesh
RF.b_117,A2,78,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Complete,Complete,42.29999924,19,4.900000095,2.226315749,3.877550945,1.700000048,0.899999976,1.888888992,Linear,Linear,60,Abrasion,FALSE,NA,FALSE,TRUE,Pronounced,Curved slightly,0,Lateral steep,FALSE,1,Axial,Bidirectional,Convex,Feathered,Sub-parallel,FALSE,FALSE,Blade with lateral retouch,Alternate,Apex;Distal right,Distal left,2,1558.55127,1318.117611,Yes
RF.b_118,A2,86,NA,Maiolica,FALSE,Tool,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,22.39999962,11.69999981,2.700000048,1.914529913,4.333333186,2.5,0.699999988,NA,Linear,Linear,75,Abrasion,TRUE,Moderate,FALSE,TRUE,Pronounced,Curved slightly,0,Triangular,TRUE,1,NA,Unidirectional convergent,NA,NA,NA,FALSE,FALSE,Bladelet retouched,Direct,NA,NA,0.600000024,,,
RF.b_119,A2,79,NA,Maiolica,FALSE,Tool,Blade,Maintenance,Lateral,1-33%,yes,Proximal,Mesio-proximal,33.20000076,18.29999924,5.099999905,1.814207768,3.588235212,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,TRUE,FALSE,NA,Curved,0,Trapezoidal,TRUE,2,NA,Unidirectional convergent,NA,NA,NA,TRUE,FALSE,Blade with lateral retouch,Direct,Continuous right;Proximal left,NA,0.899999976,,,
RF.b_120,A2,68,NA,Maiolica,FALSE,Tool,Blade,Maintenance,Lateral,0%,no,Proximal,Mesio-proximal,48.90000153,16.20000076,5.800000191,3.018518471,2.793103488,0.899999976,0.600000024,1.499999901,Plain,Punctiform,60,Abrasion,FALSE,NA,TRUE,TRUE,Moderate,Curved slightly,0,Lateral steep,FALSE,1,NA,Bidirectional,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Base;Continuous left,NA,3,,,
RF.b_121,A2,85,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Distal,Mesio-distal,43,19.89999962,4.800000191,2.160804062,4.145833089,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Triangular,TRUE,1,Axial,Unidirectional parallel,Convex,Undetermined,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Apex;Continuous bilateral,NA,6,,,
RF.b_122,A2,79,NA,Scaglia.Variegata,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Mesial,Mesial,52,15.10000038,3.5,3.443708522,4.314285823,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Mesial,NA,3.799999952,,,
RF.b_124,A2,69,NA,Scaglia.Variegata,FALSE,Blank,Blade,Optimal,Optimal,0%,no,Distal,Mesio-distal,24.39999962,12.39999962,2,1.967741965,6.199999809,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Triangular,TRUE,1,Axial,Unidirectional convergent,Convex,Feathered,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_125,A2,79,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Mesial,Mesial,33.59999847,15.19999981,5.599999905,2.210526243,2.714285726,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous right;Mesial left,NA,1.399999976,,,
RF.b_126,A2,66,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Mesial,Mesial,19.60000038,21.60000038,3.700000048,0.907407409,5.837837866,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Polyhedral,TRUE,3,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous bilateral,NA,1.799999952,,,
RF.b_127,A2,66,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Mesial,Mesial,23,11.60000038,4.599999905,1.982758555,2.521739266,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_128,A2,69,NA,Scaglia.Variegata,FALSE,Blank,Blade,Optimal,Optimal,0%,no,Distal,Mesio-distal,21.60000038,12.10000038,3.599999905,1.785123942,3.361111306,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Trapezoidal,TRUE,2,Off-axis right,Unidirectional convergent,Convex,Feathered,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_130,A2,79,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Distal,Mesio-distal,39,14.39999962,4.199999809,2.708333405,3.428571493,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Lateral steep,FALSE,2,Off-axis right,Unidirectional parallel,Pointed,Pointed,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Distal left,NA,2.700000048,,,
RF.b_131,A2,69,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,32.70000076,16.89999962,2.799999952,1.934911331,6.035714252,2.900000095,1.100000024,2.636363666,Plain,Oval,60,Pointed scars,FALSE,NA,FALSE,TRUE,Moderate,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous bilateral,NA,4.800000191,,,
RF.b_132,A1,57,NA,Undetermined,TRUE,Tool,Blade,Optimal,Optimal,0%,no,Mesial,Mesial,15,20.79999924,5.5,0.721153873,3.781818043,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous left,NA,2.599999905,,,
RF.b_134,A2,66,NA,Maiolica,FALSE,Tool,Blade,Initialization,Cortical,66-99%,yes,Mesial,Mesial,29.20000076,13.60000038,3.299999952,2.147058819,4.121212296,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,TRUE,1,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous left,NA,0.400000006,,,
RF.b_136,A2,66,NA,Maiolica,FALSE,Tool,Blade,Semi-cortical,Semi-cortical,1-33%,yes,Proximal,Mesio-proximal,41.59999847,20,6.400000095,2.079999924,3.124999953,4.300000191,1.799999952,2.388889058,Plain,Oval,75,Abrasion,TRUE,Moderate,FALSE,TRUE,Pronounced,Curved,0,Polyhedral,TRUE,3,NA,Unidirectional parallel,NA,NA,NA,TRUE,FALSE,Blade with lateral retouch,Direct,Continuous bilateral,NA,1.399999976,2151.420654,1428.497171,Yes
RF.b_137,A2,65,NA,Maiolica,FALSE,Tool,Blade,Initialization,Dihedral,33-66%,yes,Mesial,Mesial,28.20000076,12.60000038,7.300000191,2.238095231,1.726027404,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous right,NA,5.900000095,,,
RF.b_139,A2,69,NA,Scaglia.Variegata,FALSE,Blank,Bladelet,Maintenance,Lateral,1-33%,yes,Distal,Mesio-distal,27.79999924,11,2,2.527272658,5.5,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Trapezoidal,TRUE,2,Off-axis left,Unidirectional parallel,Straight,Plunging,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_140,A2,68,NA,Scaglia.Variegata,FALSE,Blank,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,21.60000038,13.19999981,1.700000048,1.636363689,7.764705552,3,1.200000048,2.499999901,Linear,Linear,60,Pointed scars,TRUE,Moderate,FALSE,TRUE,Pronounced,Curved slightly,0,Polyhedral,TRUE,3,NA,Unidirectional parallel,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,,,
RF.b_141,A2,88,NA,Maiolica,FALSE,Tool,Blade,Maintenance,Maintenance,0%,no,Distal,Mesio-distal,47.5,24.10000038,10,1.970954326,2.410000038,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Trapezoidal,FALSE,2,Axial,Bidirectional,Convex,Feathered,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous right,NA,1.200000048,,,
RF.b_142,A2,67,NA,Maiolica,FALSE,Tool,Blade,Maintenance,Maintenance,0%,no,Distal,Mesio-distal,39.79999924,29.29999924,6.699999809,1.358361784,4.373134339,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Polyhedral,TRUE,3,Axial,Unidirectional parallel,Straight,Plunging,NA,TRUE,FALSE,Blade with lateral retouch,Direct,Continuous right,NA,2.200000048,,,
RF.b_144,A2,51,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Proximal,Almost-complete,47.40000153,13.60000038,3.5,3.485294132,3.885714395,9.5,4.400000095,2.159090862,Plain,Oval,60,Pointed scars,FALSE,NA,FALSE,TRUE,Moderate,Curved,0,Triangular,TRUE,1,Axial,Unidirectional parallel,Undetermined,Undetermined,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Distal right,NA,NA,,,
RF.b_145,A2,86,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Distal,Mesio-distal,66.09999847,22.70000076,4.699999809,2.911894108,4.829787592,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Trapezoidal,TRUE,2,Off-axis right,Unidirectional convergent,Pointed,Feathered,NA,FALSE,FALSE,Blade Aurignacian,Direct,Apex;Continuous bilateral,NA,8.199999809,,,
RF.b_147,A2,81,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Distal,Mesio-distal,22.89999962,16.60000038,4.5,1.379518018,3.688888974,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,Axial,Unidirectional convergent,Pointed,Pointed,NA,FALSE,FALSE,Blade pointed,Direct,Apex;Continuous right,NA,3.700000048,,,
RF.b_150,A1,55,NA,Other,TRUE,Tool,Blade,Semi-cortical,Semi-cortical,1-33%,yes,Proximal,Mesio-proximal,45.40000153,30,11.5,1.513333384,2.608695652,10.60000038,6.400000095,1.656250035,Plain,Irregular,80,No,TRUE,Pronounced,TRUE,TRUE,Pronounced,Straight,0,Triangular,TRUE,1,NA,Crossed,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous left,NA,6.900000095,,,
RF.b_153,A2,66,NA,Maiolica,FALSE,Tool,Blade,Semi-cortical,Semi-cortical,1-33%,yes,Proximal,Mesio-proximal,62.59999847,21.20000076,3.5,2.95283001,6.057143075,3.599999905,2,1.799999952,Cortical,Oval,75,No,FALSE,NA,FALSE,TRUE,Pronounced,Curved slightly,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous right,NA,1.799999952,,,
RF.b_154,A2,86,NA,Maiolica,FALSE,Tool,Blade,Semi-cortical,Semi-cortical,33-66%,yes,Distal,Mesio-distal,33.70000076,25.10000038,6,1.342629492,4.183333397,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,Axial,Unidirectional parallel,Convex,Step,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous right,NA,1.299999952,,,
RF.b_155,A2,30,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,32.20000076,17.60000038,4.800000191,1.829545458,3.6666666,3.900000095,1.899999976,2.052631655,Plain,Oval,60,Abrasion;Hinged scars,FALSE,NA,FALSE,TRUE,Pronounced,Straight,0,Polyhedral,TRUE,3,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous right,NA,NA,,,
RF.b_156,A2,88,NA,Maiolica,FALSE,Tool,Blade,Semi-cortical,Semi-cortical,1-33%,yes,Proximal,Mesio-proximal,39.40000153,17.79999924,5.699999809,2.213483327,3.122806988,4.800000191,0.800000012,6.000000149,Linear,Linear,75,No,TRUE,Moderate,FALSE,TRUE,Pronounced,Curved slightly,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous bilateral,NA,NA,,,
RF.b_157,A2,89,NA,Maiolica,FALSE,Tool,Blade,Semi-cortical,Semi-cortical,33-66%,yes,Distal,Mesio-distal,38,23,10.69999981,1.652173913,2.149532749,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,FALSE,1,Axial,Unidirectional parallel,Convex,Feathered,NA,FALSE,FALSE,Blade with lateral retouch,Direct,NA,Distal right,NA,,,
RF.b_158,A2,86,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Distal,Mesio-distal,52.20000076,15.80000019,5.400000095,3.303797477,2.92592591,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Triangular,TRUE,1,Axial,Unidirectional parallel,Convex,Feathered,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Apex;Continuous bilateral,NA,3.200000048,,,
RF.b_160,A2,69,NA,Maiolica,FALSE,Tool,Blade,Semi-cortical,Semi-cortical,33-66%,yes,Mesial,Mesial,31.79999924,17.70000076,5.900000095,1.796610049,3.000000081,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,FALSE,1,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous right,NA,1.799999952,,,
RF.b_161,A2,76,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,43.5,20,8.399999619,2.175,2.380952489,5,1.799999952,2.777777851,Plain,Oval,75,Hinged scars,FALSE,NA,FALSE,TRUE,Pronounced,Curved,0,Triangular,FALSE,1,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous left,NA,1.700000048,,,
RF.b_163,A2,85,NA,Maiolica,FALSE,Tool,Blade,Maintenance,Maintenance,0%,no,Complete,Complete,40,17.10000038,6.5,2.339181234,2.630769289,3,1.5,2,Plain,Oval,80,Abrasion;Laminar scars,TRUE,Moderate,TRUE,TRUE,Pronounced,Straight,1R,Lateral steep,FALSE,3,Axial,Unidirectional transverse,Convex,Feathered,Sub-parallel,TRUE,FALSE,Blade with lateral retouch,Direct,Continuous left,NA,NA,,,
RF.b_170,A2,55,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,20,12.69999981,3.599999905,1.574803173,3.527777818,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,TRUE,FALSE,NA,Straight,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous bilateral,NA,4.900000095,,,
RF.b_172,A2,87,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,33.40000153,21.79999924,7.199999809,1.532110215,3.027777752,8.199999809,3.299999952,2.484848463,Plain,Oval,60,Abrasion;Pointed scars,FALSE,NA,FALSE,TRUE,Pronounced,Straight,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous bilateral,NA,5.900000095,,,
RF.b_176,A2,45,NA,Maiolica,FALSE,Tool,Blade,Maintenance,Lateral,33-66%,yes,Distal,Mesio-distal,36.5,18.70000076,7.800000191,1.951871578,2.397435937,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Lateral steep,FALSE,1,Off-axis right,Unidirectional parallel,Convex,Plunging,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Mesial right,NA,3.099999905,,,
RF.b_178,A2,89,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Mesial,Mesial,45.29999924,18,5.300000191,2.516666624,3.396226293,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Trapezoidal,TRUE,2,NA,Unidirectional convergent,NA,NA,Convergent,FALSE,FALSE,Blade with lateral retouch,Direct,Mesial right,NA,NA,,,
RF.b_179,A2,77,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,23.60000038,21.39999962,4.400000095,1.102803776,4.863636172,6.800000191,3.099999905,2.193548516,Plain,Oval,60,Abrasion;Hinged scars,TRUE,Moderate,FALSE,TRUE,Pronounced,Curved slightly,0,Polyhedral,TRUE,3,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous bilateral,NA,2.099999905,,,
RF.b_181,A2,45,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Mesial,Mesial,34.20000076,22.39999962,5.400000095,1.526785774,4.148148004,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,FALSE,2,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous left,NA,NA,,,
RF.b_182,A2,85,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,23.5,17.79999924,3.700000048,1.320224776,4.810810543,3.700000048,1.299999952,2.846153987,Linear,Linear,80,Abrasion,TRUE,Moderate,FALSE,TRUE,Moderate,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous left,NA,NA,,,
RF.b_183,A2,56,NA,Other,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Mesial,Mesial,39,31.5,9.100000381,1.238095238,3.461538316,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,2L,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous bilateral,NA,1.5,,,
RF.b_185,A2,65,NA,Maiolica,FALSE,Tool,Blade,Semi-cortical,Semi-cortical,1-33%,yes,Distal,Mesio-distal,35,18.39999962,5.599999905,1.902173952,3.285714274,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,FALSE,1,Axial,Unidirectional parallel,Pointed,Feathered,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Mesial left,NA,3.099999905,,,
RF.b_191,A1,55,NA,Undetermined,TRUE,Tool,Blade,Optimal,Optimal,0%,no,Mesial,Mesial,13.80000019,12.89999962,3,1.069767488,4.299999873,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous bilateral,NA,1.299999952,,,
RF.b_192,A1,61,NA,Maiolica,FALSE,Tool,Bladelet,Optimal,Optimal,0%,no,Mesial,Mesial,14.60000038,10.30000019,3.599999905,1.417475739,2.86111124,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,TRUE,1,NA,Unidirectional convergent,NA,NA,NA,FALSE,FALSE,Bladelet retouched,Direct,Continuous bilateral,NA,2.200000048,,,
RF.b_194,A2,87,NA,Scaglia.Variegata,FALSE,Blank,Blade,Semi-cortical,Semi-cortical,1-33%,yes,Mesial,Mesial,32.40000153,14,6.5,2.314285823,2.153846154,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,1R,Polyhedral,TRUE,3,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_195,A2,86,NA,Maiolica,FALSE,Blank,Blade,Optimal,Optimal,0%,no,Mesial,Mesial,31.20000076,23.60000038,6.900000095,1.322033909,3.420289863,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_196,A2,56,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,40.5,23.5,5.199999809,1.723404255,4.519230935,4.900000095,2,2.450000048,Plain,Oval,75,Abrasion,TRUE,Moderate,FALSE,TRUE,Moderate,Straight,2R,Polyhedral,TRUE,3,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous left,Mesial left;Proximal left,3.700000048,,,
RF.b_197,A2,76,NA,Scaglia.Rossa,FALSE,Tool,Blade,Semi-cortical,Semi-cortical,1-33%,yes,Proximal,Mesio-proximal,42.29999924,22.79999924,3.599999905,1.855263187,6.333333289,3,0.800000012,3.749999944,Plain,Irregular,75,Abrasion,FALSE,NA,FALSE,TRUE,Pronounced,Curved slightly,0,Lateral steep,FALSE,1,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous left,NA,1.200000048,,,
RF.b_198,A2,55,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Distal,Mesio-distal,24.20000076,16.39999962,4.199999809,1.475609837,3.904761991,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Polyhedral,TRUE,3,NA,Unidirectional parallel,Convex,Feathered,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous right,NA,1.299999952,,,
RF.b_201,A1,75,NA,Scaglia.Variegata,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,23.29999924,13.5,3.799999952,1.725925869,3.552631624,2,0.899999976,2.222222281,Plain,Linear,60,Abrasion;Hinged scars,TRUE,Moderate,FALSE,TRUE,Pronounced,Curved,0,Polyhedral,TRUE,4,NA,Unidirectional parallel,NA,NA,NA,TRUE,FALSE,Blade with lateral retouch,Inverse,NA,Proximal right,0.5,,,
RF.b_202,A2,87,NA,Maiolica,FALSE,Tool,Blade,Maintenance,Maintenance,0%,no,Complete,Complete,67.59999847,29,8.100000381,2.33103443,3.580246745,20.60000038,5.599999905,3.678571559,Plain,Oval,75,Abrasion,FALSE,NA,FALSE,TRUE,Moderate,Curved,0,Polyhedral,FALSE,4,Off-axis left,Bidirectional,Irregular,Plunging,Sub-parallel,TRUE,FALSE,Blade with lateral retouch,Direct,Distal left,NA,NA,7215.463379,3687.971569,Yes
RF.b_205,A2,56,NA,Scaglia.Variegata,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Mesial,Mesial,8.699999809,13.19999981,2.5,0.659090904,5.279999924,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Blade with lateral retouch,Direct,Continuous bilateral,NA,NA,,,
RF.b_209,A2,56,NA,Maiolica,FALSE,Tool,Blade,Optimal,Optimal,0%,no,Distal,Mesio-distal,38.70000076,18.70000076,5.199999809,2.069518673,3.596154125,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,Axial,Unidirectional parallel,Convex,Undetermined,Sub-parallel,FALSE,FALSE,Composite tool,Direct,Continuous left,NA,1.100000024,,,
RF.b_211,A2,77,NA,Maiolica,FALSE,Tool,Blade,Semi-cortical,Semi-cortical,1-33%,yes,Complete,Complete,83.69999695,26.10000038,6.400000095,3.206896388,4.078124999,3.200000048,1.299999952,2.461538589,Plain,Oval,90,Abrasion;Hinged scars,TRUE,Moderate,FALSE,TRUE,Moderate,Curved slightly,0,Trapezoidal,FALSE,2,Axial,Unidirectional parallel,Straight,Feathered,Sub-parallel,FALSE,FALSE,Composite tool,Direct,Apex;Continuous bilateral,NA,3.5,6126.20166,3814.807989,Yes
RF.b_213,A1,68,NA,Maiolica,FALSE,Tool,Blade,Semi-cortical,Semi-cortical,1-33%,yes,Proximal,Mesio-proximal,55.09999847,38,10.39999962,1.44999996,3.653846288,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Lateral steep,FALSE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Burin,Direct,Base,NA,8.699999809,,,
RF.b_214,A1,55,NA,Maiolica,FALSE,Tool,Flake,Semi-cortical,Semi-cortical,1-33%,yes,Proximal,Mesio-proximal,66.40000153,26.20000076,21.70000076,2.534351129,1.207373265,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Trapezoidal,FALSE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Burin,Direct,Base,NA,12.10000038,,,
RF.b_218,A2,78,NA,Maiolica,FALSE,Tool,Flake,Maintenance,Maintenance,1-33%,yes,Mesial,Mesial,55,29.79999924,13,1.845637631,2.292307634,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,FALSE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,TRUE,Burin,NA,NA,NA,NA,,,
RF.b_219,A1,57,NA,Maiolica,FALSE,Tool,Blade,Semi-cortical,Semi-cortical,1-33%,yes,Complete,Complete,56.70000076,19,4.300000191,2.984210566,4.418604455,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Trapezoidal,TRUE,2,Axial,Unidirectional parallel,Convex,Feathered,Sub-parallel,FALSE,FALSE,Burin multiple,Direct,Base,NA,3.200000048,,,
RF.b_223,A1,67,NA,Maiolica,FALSE,Core-Tool,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,48,19.60000038,5.5,2.448979544,3.563636433,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Trapezoidal,TRUE,3,Axial,Unidirectional parallel,Straight,Step,Sub-parallel,TRUE,FALSE,Burin carinated,NA,NA,NA,NA,2977.631348,1757.298916,Yes
